Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
1184;21350;"Expert Opinion on Emerging Drugs";journal;"17447623, 14728214";1,109;Q1;43;28;130;3050;360;121;3,35;108,93;United Kingdom;"Taylor & Francis";"Pharmacology (medical) (Q1); Pharmacology (Q2)"
1185;14414;"Journal of Process Control";journal;"09591524";1,108;Q1;95;108;452;3134;1679;436;3,33;29,02;United Kingdom;"Butterworth Scientific Ltd.";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Modeling and Simulation (Q1)"
1186;5800179601;"Substance Abuse: Treatment, Prevention, and Policy";journal;"1747597X";1,108;Q1;32;50;136;2339;310;133;2,24;46,78;United Kingdom;"BioMed Central";"Health Policy (Q1); Psychiatry and Mental Health (Q1)"
1187;23875;"Journal of Human Hypertension";journal;"09509240";1,107;Q2;88;152;398;4673;913;353;2,44;30,74;United Kingdom;"Nature Publishing Group";"Internal Medicine (Q2)"
1188;28112;"BMC Palliative Care";journal;"1472684X";1,105;Q1;31;86;235;3426;552;229;2,42;39,84;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1)"
1189;19608;"Annals of Clinical Microbiology and Antimicrobials";journal;"14760711";1,104;Q1;42;77;171;2486;500;169;3,17;32,29;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Infectious Diseases (Q2); Microbiology (medical) (Q2)"
1190;22605;"Journal of Zoological Systematics and Evolutionary Research";journal;"09475745";1,102;Q1;43;31;98;1977;258;93;3,03;63,77;United Kingdom;"Blackwell Publishing Inc.";"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q2); Molecular Biology (Q2)"
1191;25671;"Washington Quarterly";journal;"15309177, 0163660X";1,102;Q1;40;41;127;1578;160;111;1,05;38,49;United Kingdom;"Taylor & Francis";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
1192;40695;"Journal of Inflammation";journal;"14769255";1,101;Q2;42;29;144;1297;403;141;2,75;44,72;United Kingdom;"BioMed Central";"Clinical Biochemistry (Q2); Cell Biology (Q3)"
1193;21100801200;"Musculoskeletal Science and Practice";journal;"24687812, 24688630";1,099;Q1;74;134;439;4742;903;368;2,49;35,39;United Kingdom;"Elsevier BV";"Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
1194;21100255737;"Anthropocene";journal;"22133054";1,099;Q1;20;31;84;2550;308;78;3,85;82,26;United Kingdom;"Elsevier BV";"Earth and Planetary Sciences (miscellaneous) (Q1); Ecology (Q1); Global and Planetary Change (Q2)"
1195;19395;"BMC Nephrology";journal;"14712369";1,098;Q1;39;378;639;13208;1600;634;2,24;34,94;United Kingdom;"BioMed Central";"Nephrology (Q1)"
1196;22717;"Business Ethics Quarterly";journal;"1052150X";1,098;Q1;57;24;67;1946;141;62;1,70;81,08;United Kingdom;"Cambridge University Press";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Philosophy (Q1)"
1197;5700191211;"World Journal of Emergency Surgery";journal;"17497922";1,098;Q1;30;48;170;2815;476;159;3,21;58,65;United Kingdom;"BioMed Central";"Emergency Medicine (Q1); Surgery (Q1)"
1198;4800153101;"Expert Review of Clinical Immunology";journal;"17448409, 1744666X";1,097;Q2;38;117;422;10158;1271;397;3,05;86,82;United Kingdom;"Taylor & Francis";"Immunology (Q2); Immunology and Allergy (Q2)"
1199;23638;"Gender, Place, and Culture";journal;"13600524, 0966369X";1,096;Q1;55;123;304;5795;504;293;1,54;47,11;United Kingdom;"Carfax Publishing Ltd.";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Demography (Q1); Gender Studies (Q1)"
1200;20648;"Thrombosis Research";journal;"00493848";1,096;Q2;99;335;1373;9544;3262;1154;2,78;28,49;United Kingdom;"Elsevier Ltd.";"Hematology (Q2)"
1201;19700174999;"Patient";journal;"11781653";1,095;Q1;22;93;152;2862;414;138;2,63;30,77;United Kingdom;"Adis International Ltd.";"Nursing (miscellaneous) (Q1)"
1202;18471;"Cell Proliferation";journal;"09607722";1,095;Q1;62;92;207;4312;892;204;4,92;46,87;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Cell Biology (Q3)"
1203;14292;"Separation and Purification Technology";journal;"13835866";1,093;Q1;132;770;1705;33147;7223;1693;4,09;43,05;United Kingdom;"Elsevier Ltd.";"Analytical Chemistry (Q1); Filtration and Separation (Q1)"
1204;18831;"Scandinavian Journal of Primary Health Care";journal;"02813432, 15027724";1,093;Q1;47;55;146;1468;259;129;1,82;26,69;United Kingdom;"Taylor & Francis";"Public Health, Environmental and Occupational Health (Q1)"
1205;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,092;Q1;60;41;129;990;295;113;2,46;24,15;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
1206;21100802703;"Nanoscale and Microscale Thermophysical Engineering";journal;"15567273, 15567265";1,091;Q1;44;23;49;1387;164;46;3,00;60,30;United Kingdom;"Taylor and Francis Ltd.";"Atomic and Molecular Physics, and Optics (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
1207;21680;"Journal of Hand Surgery";journal;"15316564, 03635023";1,090;Q1;99;294;1214;5612;1730;928;1,67;19,09;United Kingdom;"W. B. Saunders Co., Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
1208;130032;"Journal of Cosmology and Astroparticle Physics";journal;"14757516";1,089;Q2;88;574;1940;37275;5461;1921;2,95;64,94;United Kingdom;"Institute of Physics";"Astronomy and Astrophysics (Q2)"
1209;25122;"Progress in Crystal Growth and Characterization of Materials";journal;"09608974";1,088;Q1;38;8;41;1228;146;41;3,38;153,50;United Kingdom;"Elsevier Ltd.";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
1210;18500161700;"Pain Medicine";journal;"15264637, 15262375";1,087;Q1;81;223;912;5177;1827;705;2,40;23,22;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
1211;25325;"Mathematical Proceedings of the Cambridge Philosophical Society";journal;"03050041, 14698064";1,086;Q1;35;99;193;1232;133;190;0,72;12,44;United Kingdom;"Cambridge University Press";"Mathematics (miscellaneous) (Q1)"
1212;145703;"Molecular BioSystems";journal;"17422051, 1742206X";1,084;Q1;76;242;984;14445;2692;974;2,78;59,69;United Kingdom;"Royal Society of Chemistry";"Biotechnology (Q1); Molecular Biology (Q2)"
1213;28879;"European Journal of Teacher Education";journal;"02619768, 14695928";1,082;Q1;27;46;113;1940;154;97;1,22;42,17;United Kingdom;"Carfax Publishing Ltd.";"Education (Q1)"
1214;14900154702;"Therapeutic Advances in Respiratory Disease";journal;"17534658, 17534666";1,081;Q2;29;39;101;1761;333;93;3,65;45,15;United Kingdom;"SAGE Publications";"Pharmacology (medical) (Q2); Pulmonary and Respiratory Medicine (Q2)"
1215;14921;"Comprehensive Psychiatry";journal;"15328384, 0010440X";1,081;Q1;90;145;649;7141;1523;639;2,14;49,25;United Kingdom;"W. B. Saunders Co., Ltd.";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
1216;4700153004;"AIDS Research and Therapy";journal;"17426405";1,080;Q2;33;61;125;2462;281;125;2,28;40,36;United Kingdom;"BioMed Central";"Molecular Medicine (Q2); Pharmacology (medical) (Q2); Virology (Q2)"
1217;110040;"Nanotechnology";journal;"09574484, 13616528";1,079;Q1;171;1137;2892;51273;8666;2845;2,98;45,09;United Kingdom;"Institute of Physics Publishing";"Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Bioengineering (Q2); Nanoscience and Nanotechnology (Q2)"
1218;29542;"Journal of Anatomy";journal;"14697580, 00218782";1,078;Q1;99;151;412;8149;993;384;2,47;53,97;United Kingdom;"Blackwell Publishing Inc.";"Anatomy (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Histology (Q1); Molecular Biology (Q2); Cell Biology (Q3); Developmental Biology (Q3)"
1219;18160;"Computers and Fluids";journal;"00457930";1,077;Q1;85;329;959;13310;2571;940;2,44;40,46;United Kingdom;"Elsevier Ltd.";"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)"
1220;13115;"BMC Ecology";journal;"14726785";1,076;Q1;35;46;107;2595;249;103;2,36;56,41;United Kingdom;"BioMed Central";"Ecology, Evolution, Behavior and Systematics (Q1); Environmental Science (miscellaneous) (Q1)"
1221;21934;"Pediatric Anesthesia";journal;"11555645, 14609592";1,076;Q1;70;224;715;4190;1246;486;2,41;18,71;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1)"
1222;28960;"Soil Dynamics and Earthquake Engineering";journal;"02677261";1,075;Q1;70;319;672;12543;1599;647;2,34;39,32;United Kingdom;"Elsevier Ltd.";"Civil and Structural Engineering (Q1); Geotechnical Engineering and Engineering Geology (Q1); Soil Science (Q1)"
1223;14152;"Family Process";journal;"00147370, 15455300";1,075;Q1;61;92;153;3627;352;142;2,66;39,42;United Kingdom;"Blackwell Publishing Inc.";"Clinical Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)"
1224;22954;"Journal of Marketing Communications";journal;"13527266, 14664445";1,074;Q1;34;61;134;2159;215;89;1,42;35,39;United Kingdom;"Chapman & Hall";"Business and International Management (Q1); Marketing (Q1)"
1225;21241;"Drugs and Aging";journal;"1170229X";1,072;Q1;84;88;281;5126;778;264;2,58;58,25;United Kingdom;"Adis International Ltd.";"Geriatrics and Gerontology (Q1); Pharmacology (medical) (Q2)"
1226;13929;"Applied Ergonomics";journal;"00036870";1,071;Q1;76;293;567;13780;1642;550;2,67;47,03;United Kingdom;"Elsevier Ltd.";"Engineering (miscellaneous) (Q1); Human Factors and Ergonomics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Safety, Risk, Reliability and Quality (Q1)"
1227;18174;"Control Engineering Practice";journal;"09670661";1,069;Q1;99;193;509;6800;1724;499;3,11;35,23;United Kingdom;"Elsevier Ltd.";"Applied Mathematics (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)"
1228;15774;"Mycoses";journal;"09337407, 14390507";1,069;Q1;59;112;369;3964;998;365;2,88;35,39;United Kingdom;"Blackwell Publishing Inc.";"Dermatology (Q1); Medicine (miscellaneous) (Q1); Infectious Diseases (Q2)"
1229;20846;"Health and Quality of Life Outcomes";journal;"14777525";1,069;Q1;92;249;589;9800;1498;577;2,32;39,36;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
1230;19700175783;"Breast Cancer: Targets and Therapy";journal;"11791314";1,068;Q2;17;62;85;2857;245;80;3,08;46,08;United Kingdom;"Dove Medical Press Ltd";"Oncology (Q2)"
1231;19700187607;"Journalism Studies";journal;"14699699, 1461670X";1,067;Q1;48;184;222;4847;342;179;1,62;26,34;United Kingdom;"Routledge";"Communication (Q1)"
1232;21100810702;"Animal Biotelemetry";journal;"20503385";1,067;Q1;12;29;94;1135;211;88;2,25;39,14;United Kingdom;"BioMed Central";"Animal Science and Zoology (Q1); Computer Networks and Communications (Q1); Instrumentation (Q1); Signal Processing (Q1)"
1233;20500195020;"Gut Pathogens";journal;"17574749";1,066;Q2;27;76;150;3256;423;145;2,72;42,84;United Kingdom;"BioMed Central";"Gastroenterology (Q2); Infectious Diseases (Q2); Microbiology (Q2); Parasitology (Q2); Virology (Q2)"
1234;24016;"Journal of Analytical Atomic Spectrometry";journal;"02679477";1,066;Q1;101;220;724;11581;2453;699;3,59;52,64;United Kingdom;"Royal Society of Chemistry";"Analytical Chemistry (Q1); Spectroscopy (Q1)"
1235;24823;"Pattern Recognition";journal;"00313203";1,065;Q1;168;426;967;19983;4734;949;4,62;46,91;United Kingdom;"Elsevier Ltd.";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)"
1236;26017;"Leukemia Research";journal;"01452126";1,063;Q2;78;186;651;6493;1401;592;2,27;34,91;United Kingdom;"Elsevier Ltd.";"Cancer Research (Q2); Hematology (Q2); Oncology (Q2)"
1237;12652;"Singapore Journal of Tropical Geography";journal;"01297619, 14679493";1,063;Q1;33;26;76;1361;112;74;1,04;52,35;United Kingdom;"Blackwell Publishing Inc.";"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)"
1238;14257;"Protein Engineering, Design and Selection";journal;"17410126";1,063;Q1;98;81;191;2268;401;187;1,86;28,00;United Kingdom;"Oxford University Press";"Biotechnology (Q1); Biochemistry (Q2); Bioengineering (Q2); Molecular Biology (Q3)"
1239;16473;"Journal of Contemporary Asia";journal;"00472336";1,063;Q1;28;47;107;1930;164;97;1,55;41,06;United Kingdom;"Taylor & Francis";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1)"
1240;16614;"Plant Pathology";journal;"00320862, 13653059";1,063;Q1;70;149;458;6289;1094;450;2,30;42,21;United Kingdom;"Blackwell Publishing Inc.";"Agronomy and Crop Science (Q1); Horticulture (Q1); Plant Science (Q1); Genetics (Q2)"
1241;12282;"Journal of Social Policy";journal;"00472794, 14697823";1,063;Q1;55;44;118;1963;263;110;2,35;44,61;United Kingdom;"Cambridge University Press";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
1242;21100448080;"Interest Groups and Advocacy";journal;"20477422, 20477414";1,063;Q1;8;17;53;789;68;50;0,68;46,41;United Kingdom;"Palgrave Macmillan Ltd.";"Sociology and Political Science (Q1)"
1243;500147002;"Worldviews on Evidence-Based Nursing";journal;"17416787, 1545102X";1,061;Q1;38;68;164;1966;383;144;2,14;28,91;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)"
1244;25948;"European Journal of Haematology";journal;"09024441, 16000609";1,060;Q1;75;163;541;5558;1171;483;2,51;34,10;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Hematology (Q2)"
1245;14158;"Molecular Membrane Biology";journal;"09687688, 14645203";1,060;Q3;70;0;56;0;120;56;1,15;0,00;United Kingdom;"Taylor & Francis";"Cell Biology (Q3); Molecular Biology (Q3)"
1246;28468;"Computers and Mathematics with Applications";journal;"08981221";1,058;Q1;98;425;1034;13790;1914;985;1,88;32,45;United Kingdom;"Elsevier Ltd.";"Computational Mathematics (Q1); Computational Theory and Mathematics (Q1); Modeling and Simulation (Q1)"
1247;23974;"Journal of Symbolic Logic";journal;"00224812";1,057;Q1;39;76;211;1536;182;211;0,92;20,21;United Kingdom;"Cambridge University Press";"Logic (Q1); Philosophy (Q1)"
1248;21100324439;"npj Primary Care Respiratory Medicine";journal;"20551010";1,057;Q1;13;76;171;2603;416;151;2,46;34,25;United Kingdom;"Nature Publishing Group";"Public Health, Environmental and Occupational Health (Q1); Pulmonary and Respiratory Medicine (Q2)"
1249;5000153402;"Journal of Marketing Theory and Practice";journal;"10696679";1,056;Q1;35;25;84;1786;155;80;1,61;71,44;United Kingdom;"Taylor & Francis";"Marketing (Q1)"
1250;130035;"Virology Journal";journal;"1743422X";1,053;Q2;65;241;663;10127;1603;653;2,57;42,02;United Kingdom;"BioMed Central";"Infectious Diseases (Q2); Virology (Q2)"
1251;145595;"American Law and Economics Review";journal;"14657252";1,053;Q1;26;16;48;530;57;48;1,16;33,13;United Kingdom;"Oxford University Press";"Finance (Q1); Law (Q1)"
1252;28186;"Journal of Advanced Nursing";journal;"13652648, 03092402";1,052;Q1;131;287;821;13768;1921;748;2,36;47,97;United Kingdom;"Blackwell Publishing Inc.";"Nursing (miscellaneous) (Q1)"
1253;28489;"Economics and Politics";journal;"14680343, 09541985";1,052;Q2;37;12;60;618;65;59;1,06;51,50;United Kingdom;"Blackwell Publishing Inc.";"Economics and Econometrics (Q2)"
1254;12738;"Child Neuropsychology";journal;"09297049";1,050;Q1;62;90;153;3476;354;151;2,20;38,62;United Kingdom;"Taylor & Francis";"Pediatrics, Perinatology and Child Health (Q1); Developmental and Educational Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
1255;15875;"Journal of Clinical Pathology - Clinical Molecular Pathology";journal;"00219746";1,050;Q1;113;202;641;5523;1418;518;2,84;27,34;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
1256;19700201446;"New Review of Academic Librarianship";journal;"17407834, 13614533";1,050;Q1;11;30;78;963;90;70;1,34;32,10;United Kingdom;"Taylor and Francis Inc.";"E-learning (Q1); Library and Information Sciences (Q1)"
1257;19800188078;"Review of Symbolic Logic";journal;"17550203, 17550211";1,049;Q1;15;36;106;1079;89;104;1,00;29,97;United Kingdom;"Cambridge University Press";"Logic (Q1); Mathematics (miscellaneous) (Q1); Philosophy (Q1)"
1258;10600153306;"Communications in Computational Physics";journal;"19917120, 18152406";1,048;Q1;42;108;354;3724;552;352;1,46;34,48;United Kingdom;"Cambridge University Press";"Physics and Astronomy (miscellaneous) (Q1)"
1259;16200;"International Psychogeriatrics";journal;"10416102, 1741203X";1,048;Q1;78;297;682;6508;1375;585;2,14;21,91;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Gerontology (Q1); Geriatrics and Gerontology (Q2); Psychiatry and Mental Health (Q2)"
1260;21100200204;"Journal of Dental Biomechanics";journal;"17587360";1,048;Q1;8;0;3;0;14;3;0,00;0,00;United Kingdom;"SAGE-Hindawi Access to Research";"Dentistry (miscellaneous) (Q1)"
1261;20885;"Health Expectations";journal;"13696513, 13697625";1,047;Q1;59;148;470;5780;1043;453;2,17;39,05;United Kingdom;"Blackwell Publishing Inc.";"Public Health, Environmental and Occupational Health (Q1)"
1262;16075;"Headache";journal;"15264610, 00178748";1,045;Q2;105;219;850;6452;1295;458;2,89;29,46;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
1263;14929;"Global Networks";journal;"14710374, 14702266";1,045;Q1;52;30;93;1732;230;92;2,08;57,73;United Kingdom;"Blackwell Publishing Inc.";"Social Sciences (miscellaneous) (Q1)"
1264;14091;"Development and Change";journal;"14677660, 0012155X";1,044;Q1;76;70;191;3758;345;187;1,58;53,69;United Kingdom;"Blackwell Publishing Inc.";"Development (Q1)"
1265;29574;"Burns";journal;"03054179";1,044;Q1;86;314;928;7641;1764;735;2,10;24,33;United Kingdom;"Elsevier Ltd.";"Critical Care and Intensive Care Medicine (Q1); Emergency Medicine (Q1); Medicine (miscellaneous) (Q1); Surgery (Q1)"
1266;17489;"Free Radical Research";journal;"10715762";1,044;Q1;109;97;411;4342;1247;401;3,00;44,76;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q1); Biochemistry (Q2)"
1267;16413;"Chemical Engineering Science";journal;"00092509";1,043;Q1;155;724;1740;30022;5964;1708;3,48;41,47;United Kingdom;"Elsevier Ltd.";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Applied Mathematics (Q2)"
1268;28694;"Geographical Journal";journal;"00167398";1,043;Q1;52;41;134;2073;294;106;2,26;50,56;United Kingdom;"Blackwell Publishing Inc.";"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)"
1269;18518;"Cytometry Part B - Clinical Cytometry";journal;"15524949";1,042;Q1;50;85;190;1934;370;159;2,35;22,75;United Kingdom;"John Wiley & Sons Ltd.";"Pathology and Forensic Medicine (Q1); Histology (Q2); Cell Biology (Q3)"
